Official Name,Vote Outcome,File Number,Agenda Item Subject,Vote Date,Meeting Type,Overall Result,Link
David Rabbitt,Aye,2019-1609,"Sonoma County Wildfire Prevention, Emergency Alert and Response Transactions and Use (Sales) Tax Measure",2019-11-12,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5239
Shirlee Zane,Aye,2019-1609,"Sonoma County Wildfire Prevention, Emergency Alert and Response Transactions and Use (Sales) Tax Measure",2019-11-12,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5239
James Gore,Aye,2019-1609,"Sonoma County Wildfire Prevention, Emergency Alert and Response Transactions and Use (Sales) Tax Measure",2019-11-12,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5239
Lynda Hopkins,Aye,2019-1609,"Sonoma County Wildfire Prevention, Emergency Alert and Response Transactions and Use (Sales) Tax Measure",2019-11-12,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5239
Susan Gorin,Aye,2019-1610,Approve the appointment of Doug Beretta as Honorary Board member to the Fair and Exposition Board serving at the pleasure of the Board. (Fifth District),2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5240
David Rabbitt,Aye,2019-1610,Approve the appointment of Doug Beretta as Honorary Board member to the Fair and Exposition Board serving at the pleasure of the Board. (Fifth District),2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5240
Shirlee Zane,Aye,2019-1610,Approve the appointment of Doug Beretta as Honorary Board member to the Fair and Exposition Board serving at the pleasure of the Board. (Fifth District),2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5240
James Gore,Aye,2019-1610,Approve the appointment of Doug Beretta as Honorary Board member to the Fair and Exposition Board serving at the pleasure of the Board. (Fifth District),2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5240
Lynda Hopkins,Aye,2019-1610,Approve the appointment of Doug Beretta as Honorary Board member to the Fair and Exposition Board serving at the pleasure of the Board. (Fifth District),2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5240
Susan Gorin,Aye,2019-1611,"Approve the reappointment of Matthew Dewayne Johnson and Karin Patricia Lease to the Graton Community Services District beginning December 6, 2019 and ending December 6, 2023. (Fifth District)",2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5241
David Rabbitt,Aye,2019-1611,"Approve the reappointment of Matthew Dewayne Johnson and Karin Patricia Lease to the Graton Community Services District beginning December 6, 2019 and ending December 6, 2023. (Fifth District)",2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5241
Shirlee Zane,Aye,2019-1611,"Approve the reappointment of Matthew Dewayne Johnson and Karin Patricia Lease to the Graton Community Services District beginning December 6, 2019 and ending December 6, 2023. (Fifth District)",2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5241
James Gore,Aye,2019-1611,"Approve the reappointment of Matthew Dewayne Johnson and Karin Patricia Lease to the Graton Community Services District beginning December 6, 2019 and ending December 6, 2023. (Fifth District)",2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5241
Lynda Hopkins,Aye,2019-1611,"Approve the reappointment of Matthew Dewayne Johnson and Karin Patricia Lease to the Graton Community Services District beginning December 6, 2019 and ending December 6, 2023. (Fifth District)",2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5241
Susan Gorin,Aye,2019-1612,"Approve the appointment of Linda Santa Cruz to the Monte Rio Recreation and Park District beginning December 6, 2019 and ending December 6, 2023. (Fifth District)",2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5242
David Rabbitt,Aye,2019-1612,"Approve the appointment of Linda Santa Cruz to the Monte Rio Recreation and Park District beginning December 6, 2019 and ending December 6, 2023. (Fifth District)",2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5242
Shirlee Zane,Aye,2019-1612,"Approve the appointment of Linda Santa Cruz to the Monte Rio Recreation and Park District beginning December 6, 2019 and ending December 6, 2023. (Fifth District)",2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5242
James Gore,Aye,2019-1612,"Approve the appointment of Linda Santa Cruz to the Monte Rio Recreation and Park District beginning December 6, 2019 and ending December 6, 2023. (Fifth District)",2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5242
Lynda Hopkins,Aye,2019-1612,"Approve the appointment of Linda Santa Cruz to the Monte Rio Recreation and Park District beginning December 6, 2019 and ending December 6, 2023. (Fifth District)",2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5242
Susan Gorin,Aye,2019-1613,"Approve the reappointment of Marsee Louise Henon to the Russian River Recreation and Park District on December 6, 2019 and ending on December 6, 2021. (Fifth District)",2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5243
David Rabbitt,Aye,2019-1613,"Approve the reappointment of Marsee Louise Henon to the Russian River Recreation and Park District on December 6, 2019 and ending on December 6, 2021. (Fifth District)",2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5243
Shirlee Zane,Aye,2019-1613,"Approve the reappointment of Marsee Louise Henon to the Russian River Recreation and Park District on December 6, 2019 and ending on December 6, 2021. (Fifth District)",2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5243
James Gore,Aye,2019-1613,"Approve the reappointment of Marsee Louise Henon to the Russian River Recreation and Park District on December 6, 2019 and ending on December 6, 2021. (Fifth District)",2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5243
Lynda Hopkins,Aye,2019-1613,"Approve the reappointment of Marsee Louise Henon to the Russian River Recreation and Park District on December 6, 2019 and ending on December 6, 2021. (Fifth District)",2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5243
Susan Gorin,Aye,2019-1614,"Approve the appointment of Allan Horobin to the Russian River County Water District beginning December 6, 2019 and ending December 6, 2023. (Fifth District)",2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5244
David Rabbitt,Aye,2019-1614,"Approve the appointment of Allan Horobin to the Russian River County Water District beginning December 6, 2019 and ending December 6, 2023. (Fifth District)",2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5244
Shirlee Zane,Aye,2019-1614,"Approve the appointment of Allan Horobin to the Russian River County Water District beginning December 6, 2019 and ending December 6, 2023. (Fifth District)",2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5244
James Gore,Aye,2019-1614,"Approve the appointment of Allan Horobin to the Russian River County Water District beginning December 6, 2019 and ending December 6, 2023. (Fifth District)",2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5244
Lynda Hopkins,Aye,2019-1614,"Approve the appointment of Allan Horobin to the Russian River County Water District beginning December 6, 2019 and ending December 6, 2023. (Fifth District)",2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5244
Susan Gorin,Aye,2019-1617,Matching Grant Program Guidelines Updates,2019-11-12,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5247
David Rabbitt,Aye,2019-1617,Matching Grant Program Guidelines Updates,2019-11-12,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5247
Shirlee Zane,Aye,2019-1617,Matching Grant Program Guidelines Updates,2019-11-12,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5247
James Gore,Aye,2019-1617,Matching Grant Program Guidelines Updates,2019-11-12,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5247
Lynda Hopkins,Aye,2019-1617,Matching Grant Program Guidelines Updates,2019-11-12,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5247
Susan Gorin,Aye,2019-1618,Program Services for Youth Diversion with Case Management,2019-12-17,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5248
David Rabbitt,Absent,2019-1618,Program Services for Youth Diversion with Case Management,2019-12-17,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5248
Shirlee Zane,Aye,2019-1618,Program Services for Youth Diversion with Case Management,2019-12-17,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5248
James Gore,Aye,2019-1618,Program Services for Youth Diversion with Case Management,2019-12-17,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5248
Lynda Hopkins,Aye,2019-1618,Program Services for Youth Diversion with Case Management,2019-12-17,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5248
Susan Gorin,Aye,2019-1620,Terminate Proclamations of Local Emergency and Local Health Emergency Relating in the Sonoma County Operational Area Relating to the 2019 Winter Storms and Flooding,2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5250
David Rabbitt,Aye,2019-1620,Terminate Proclamations of Local Emergency and Local Health Emergency Relating in the Sonoma County Operational Area Relating to the 2019 Winter Storms and Flooding,2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5250
Shirlee Zane,Aye,2019-1620,Terminate Proclamations of Local Emergency and Local Health Emergency Relating in the Sonoma County Operational Area Relating to the 2019 Winter Storms and Flooding,2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5250
James Gore,Aye,2019-1620,Terminate Proclamations of Local Emergency and Local Health Emergency Relating in the Sonoma County Operational Area Relating to the 2019 Winter Storms and Flooding,2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5250
Lynda Hopkins,Aye,2019-1620,Terminate Proclamations of Local Emergency and Local Health Emergency Relating in the Sonoma County Operational Area Relating to the 2019 Winter Storms and Flooding,2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5250
Susan Gorin,Aye,2019-1621,"Implement a Stormwater Education Program with West Yost Associates, Inc.",2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5251
David Rabbitt,Aye,2019-1621,"Implement a Stormwater Education Program with West Yost Associates, Inc.",2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5251
Shirlee Zane,Aye,2019-1621,"Implement a Stormwater Education Program with West Yost Associates, Inc.",2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5251
James Gore,Aye,2019-1621,"Implement a Stormwater Education Program with West Yost Associates, Inc.",2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5251
Lynda Hopkins,Aye,2019-1621,"Implement a Stormwater Education Program with West Yost Associates, Inc.",2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5251
Susan Gorin,Aye,2019-1622,Emergency Proclamation Due to De-Energization,2019-10-22,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5252
David Rabbitt,Aye,2019-1622,Emergency Proclamation Due to De-Energization,2019-10-22,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5252
Shirlee Zane,Aye,2019-1622,Emergency Proclamation Due to De-Energization,2019-10-22,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5252
James Gore,Aye,2019-1622,Emergency Proclamation Due to De-Energization,2019-10-22,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5252
Lynda Hopkins,Aye,2019-1622,Emergency Proclamation Due to De-Energization,2019-10-22,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5252
Susan Gorin,Aye,2019-1624,Receive Report on Required Emergency Work and Make Findings to Extend Emergency Contracting Actions and Waive Competitive Bidding Requirements Pursuant To Public Contract Code Section 22050 Due To The 2019 Winter Storms And Flooding,2019-11-05,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5254
David Rabbitt,Aye,2019-1624,Receive Report on Required Emergency Work and Make Findings to Extend Emergency Contracting Actions and Waive Competitive Bidding Requirements Pursuant To Public Contract Code Section 22050 Due To The 2019 Winter Storms And Flooding,2019-11-05,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5254
Shirlee Zane,Aye,2019-1624,Receive Report on Required Emergency Work and Make Findings to Extend Emergency Contracting Actions and Waive Competitive Bidding Requirements Pursuant To Public Contract Code Section 22050 Due To The 2019 Winter Storms And Flooding,2019-11-05,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5254
James Gore,Aye,2019-1624,Receive Report on Required Emergency Work and Make Findings to Extend Emergency Contracting Actions and Waive Competitive Bidding Requirements Pursuant To Public Contract Code Section 22050 Due To The 2019 Winter Storms And Flooding,2019-11-05,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5254
Lynda Hopkins,Aye,2019-1624,Receive Report on Required Emergency Work and Make Findings to Extend Emergency Contracting Actions and Waive Competitive Bidding Requirements Pursuant To Public Contract Code Section 22050 Due To The 2019 Winter Storms And Flooding,2019-11-05,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5254
Susan Gorin,Aye,2019-1626,Airport Treatment Plant Control System Improvements,2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5256
David Rabbitt,Aye,2019-1626,Airport Treatment Plant Control System Improvements,2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5256
Shirlee Zane,Aye,2019-1626,Airport Treatment Plant Control System Improvements,2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5256
James Gore,Aye,2019-1626,Airport Treatment Plant Control System Improvements,2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5256
Lynda Hopkins,Aye,2019-1626,Airport Treatment Plant Control System Improvements,2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5256
Susan Gorin,Aye,2019-1627,Fee Waiver,2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5257
David Rabbitt,Aye,2019-1627,Fee Waiver,2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5257
Shirlee Zane,Aye,2019-1627,Fee Waiver,2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5257
James Gore,Aye,2019-1627,Fee Waiver,2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5257
Lynda Hopkins,Aye,2019-1627,Fee Waiver,2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5257
Susan Gorin,Aye,2019-1628,"Approve the appointment of Kanani Reynolds to the Sonoma County Fair and Exposition Board on November 19, 2019. (Fifth District)",2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5258
David Rabbitt,Aye,2019-1628,"Approve the appointment of Kanani Reynolds to the Sonoma County Fair and Exposition Board on November 19, 2019. (Fifth District)",2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5258
Shirlee Zane,Aye,2019-1628,"Approve the appointment of Kanani Reynolds to the Sonoma County Fair and Exposition Board on November 19, 2019. (Fifth District)",2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5258
James Gore,Aye,2019-1628,"Approve the appointment of Kanani Reynolds to the Sonoma County Fair and Exposition Board on November 19, 2019. (Fifth District)",2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5258
Lynda Hopkins,Aye,2019-1628,"Approve the appointment of Kanani Reynolds to the Sonoma County Fair and Exposition Board on November 19, 2019. (Fifth District)",2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5258
Susan Gorin,Aye,2019-1629,Annual Guerneville Winter Shelter License Agreement,2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5259
David Rabbitt,Aye,2019-1629,Annual Guerneville Winter Shelter License Agreement,2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5259
Shirlee Zane,Aye,2019-1629,Annual Guerneville Winter Shelter License Agreement,2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5259
James Gore,Aye,2019-1629,Annual Guerneville Winter Shelter License Agreement,2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5259
Lynda Hopkins,Aye,2019-1629,Annual Guerneville Winter Shelter License Agreement,2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5259
Susan Gorin,Aye,2019-1631,"Main Adult Detention Facility Expansion Roof Replacement, Phase IV",2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5261
David Rabbitt,Aye,2019-1631,"Main Adult Detention Facility Expansion Roof Replacement, Phase IV",2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5261
Shirlee Zane,Aye,2019-1631,"Main Adult Detention Facility Expansion Roof Replacement, Phase IV",2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5261
James Gore,Aye,2019-1631,"Main Adult Detention Facility Expansion Roof Replacement, Phase IV",2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5261
Lynda Hopkins,Aye,2019-1631,"Main Adult Detention Facility Expansion Roof Replacement, Phase IV",2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5261
Susan Gorin,Aye,2019-1633,Emergency and Pre-Hospital Medical Services System Ordinance,2019-11-12,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5263
David Rabbitt,Aye,2019-1633,Emergency and Pre-Hospital Medical Services System Ordinance,2019-11-12,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5263
Shirlee Zane,Aye,2019-1633,Emergency and Pre-Hospital Medical Services System Ordinance,2019-11-12,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5263
James Gore,Aye,2019-1633,Emergency and Pre-Hospital Medical Services System Ordinance,2019-11-12,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5263
Lynda Hopkins,Aye,2019-1633,Emergency and Pre-Hospital Medical Services System Ordinance,2019-11-12,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5263
Susan Gorin,Aye,2019-1637,"Approve the reappointment of Jan Schiller to the Public Authority Advisory Committee for a four-year term beginning October 20, 2019, through October 20, 2023.",2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5267
David Rabbitt,Aye,2019-1637,"Approve the reappointment of Jan Schiller to the Public Authority Advisory Committee for a four-year term beginning October 20, 2019, through October 20, 2023.",2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5267
Shirlee Zane,Aye,2019-1637,"Approve the reappointment of Jan Schiller to the Public Authority Advisory Committee for a four-year term beginning October 20, 2019, through October 20, 2023.",2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5267
James Gore,Aye,2019-1637,"Approve the reappointment of Jan Schiller to the Public Authority Advisory Committee for a four-year term beginning October 20, 2019, through October 20, 2023.",2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5267
Lynda Hopkins,Aye,2019-1637,"Approve the reappointment of Jan Schiller to the Public Authority Advisory Committee for a four-year term beginning October 20, 2019, through October 20, 2023.",2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5267
Susan Gorin,Aye,2019-1638,Contract for Sonoma County Audit Services,2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5268
David Rabbitt,Aye,2019-1638,Contract for Sonoma County Audit Services,2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5268
Shirlee Zane,Aye,2019-1638,Contract for Sonoma County Audit Services,2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5268
James Gore,Aye,2019-1638,Contract for Sonoma County Audit Services,2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5268
Lynda Hopkins,Aye,2019-1638,Contract for Sonoma County Audit Services,2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5268
Susan Gorin,Aye,2019-1639,Appropriation and Amendment to Expand Housing Services for Families Involved with Child Welfare Services,2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5269
David Rabbitt,Aye,2019-1639,Appropriation and Amendment to Expand Housing Services for Families Involved with Child Welfare Services,2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5269
Shirlee Zane,Aye,2019-1639,Appropriation and Amendment to Expand Housing Services for Families Involved with Child Welfare Services,2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5269
James Gore,Aye,2019-1639,Appropriation and Amendment to Expand Housing Services for Families Involved with Child Welfare Services,2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5269
Lynda Hopkins,Aye,2019-1639,Appropriation and Amendment to Expand Housing Services for Families Involved with Child Welfare Services,2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5269
Susan Gorin,Aye,2019-1643,Taylor Mountain Natural Play Area Construction Contract,2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5273
David Rabbitt,Aye,2019-1643,Taylor Mountain Natural Play Area Construction Contract,2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5273
Shirlee Zane,Aye,2019-1643,Taylor Mountain Natural Play Area Construction Contract,2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5273
James Gore,Aye,2019-1643,Taylor Mountain Natural Play Area Construction Contract,2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5273
Lynda Hopkins,Aye,2019-1643,Taylor Mountain Natural Play Area Construction Contract,2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5273
Susan Gorin,Aye,2019-1647,Fee Waiver,2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5277
David Rabbitt,Aye,2019-1647,Fee Waiver,2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5277
Shirlee Zane,Aye,2019-1647,Fee Waiver,2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5277
James Gore,Aye,2019-1647,Fee Waiver,2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5277
Lynda Hopkins,Aye,2019-1647,Fee Waiver,2019-11-19,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5277
Susan Gorin,Aye,2019-1654,Psychiatric Health Facility Update and Revenue Agreements,2019-12-02,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5284
David Rabbitt,Aye,2019-1654,Psychiatric Health Facility Update and Revenue Agreements,2019-12-02,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5284
Shirlee Zane,Aye,2019-1654,Psychiatric Health Facility Update and Revenue Agreements,2019-12-02,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5284
James Gore,Aye,2019-1654,Psychiatric Health Facility Update and Revenue Agreements,2019-12-02,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=5284
